episode,step,max_tile,avg_max_tile,epsilon,buffer_size
1,128,128,128.000,0.9951,128
2,166,128,128.000,0.9887,294
3,92,64,106.667,0.9852,386
4,237,128,112.000,0.9761,623
5,108,64,102.400,0.9720,731
6,159,128,106.667,0.9659,890
7,204,128,109.714,0.9581,1094
8,124,64,104.000,0.9533,1218
9,214,128,106.667,0.9451,1432
10,99,64,102.400,0.9413,1531
11,134,128,104.727,0.9362,1665
12,177,128,106.667,0.9294,1842
13,110,64,103.385,0.9252,1952
14,120,64,100.571,0.9206,2072
15,197,128,102.400,0.9130,2269
16,71,32,98.000,0.9103,2340
17,160,128,99.765,0.9042,2500
18,138,128,101.333,0.8989,2638
19,94,64,99.368,0.8953,2732
20,133,128,100.800,0.8902,2865
21,217,128,102.095,0.8819,3082
22,188,128,103.273,0.8747,3270
23,137,64,101.565,0.8694,3407
24,66,32,98.667,0.8669,3473
25,180,128,99.840,0.8600,3653
26,51,16,96.615,0.8581,3704
27,187,128,97.778,0.8509,3891
28,296,256,103.429,0.8395,4187
29,141,128,104.276,0.8341,4328
30,204,128,105.067,0.8263,4532
31,164,128,105.806,0.8200,4696
32,131,64,104.500,0.8150,4827
33,113,32,102.303,0.8107,4940
34,126,64,101.176,0.8059,5066
35,121,64,100.114,0.8012,5187
36,224,128,100.889,0.7926,5411
37,179,128,101.622,0.7858,5590
38,202,128,102.316,0.7780,5792
39,98,64,101.333,0.7743,5890
40,136,64,100.400,0.7691,6026
41,151,64,99.512,0.7633,6177
42,150,128,100.190,0.7575,6327
43,173,128,100.837,0.7509,6500
44,143,128,101.455,0.7454,6643
45,89,64,100.622,0.7420,6732
46,225,256,104.000,0.7334,6957
47,80,64,103.149,0.7303,7037
48,163,128,103.667,0.7241,7200
49,196,128,104.163,0.7166,7396
50,158,128,104.640,0.7105,7554
51,163,128,105.098,0.7043,7717
52,118,64,104.308,0.6997,7835
53,113,64,103.547,0.6954,7948
54,258,256,106.370,0.6855,8206
55,134,128,106.764,0.6804,8340
56,140,64,106.000,0.6750,8480
57,157,128,106.386,0.6690,8637
58,96,64,105.655,0.6653,8733
59,94,64,104.949,0.6617,8827
60,54,32,103.733,0.6597,8881
61,127,64,103.082,0.6548,9008
62,93,64,102.452,0.6512,9101
63,151,128,102.857,0.6454,9252
64,82,64,102.250,0.6423,9334
65,168,128,102.646,0.6359,9502
66,143,128,103.030,0.6304,9645
67,157,64,102.448,0.6244,9802
68,77,32,101.412,0.6214,9879
69,129,64,100.870,0.6165,10008
70,115,64,100.343,0.6121,10123
71,241,128,100.732,0.6028,10364
72,141,64,100.222,0.5974,10505
73,106,64,99.726,0.5934,10611
74,181,128,100.108,0.5864,10792
75,109,64,99.627,0.5822,10901
76,289,256,101.684,0.5712,11190
77,186,128,102.026,0.5640,11376
78,174,128,102.359,0.5574,11550
79,230,64,101.873,0.5486,11780
80,216,128,102.200,0.5403,11996
81,122,128,102.519,0.5356,12118
82,54,32,101.659,0.5335,12172
83,107,64,101.205,0.5294,12279
84,124,64,100.762,0.5247,12403
85,176,128,101.082,0.5179,12579
86,140,128,101.395,0.5126,12719
87,240,256,103.172,0.5034,12959
88,167,128,103.455,0.4970,13126
89,276,256,105.169,0.4864,13402
90,115,64,104.711,0.4820,13517
91,89,64,104.264,0.4786,13606
92,120,64,103.826,0.4740,13726
93,83,64,103.398,0.4708,13809
94,208,64,102.979,0.4628,14017
95,223,256,104.589,0.4543,14240
96,132,128,104.833,0.4492,14372
97,143,64,104.412,0.4437,14515
98,128,64,104.000,0.4388,14643
99,107,64,103.596,0.4347,14750
100,108,64,103.200,0.4306,14858
101,100,64,102.560,0.4268,14958
102,72,32,101.600,0.4240,15030
103,87,32,101.280,0.4207,15117
104,127,64,100.640,0.4158,15244
105,196,128,101.280,0.4083,15440
106,111,64,100.640,0.4040,15551
107,289,256,101.920,0.3930,15840
108,254,128,102.560,0.3832,16094
109,83,32,101.600,0.3800,16177
110,156,128,102.240,0.3741,16333
111,310,256,103.520,0.3622,16643
112,202,64,102.880,0.3545,16845
113,114,64,102.880,0.3501,16959
114,329,256,104.800,0.3375,17288
115,256,128,104.800,0.3277,17544
116,134,128,105.760,0.3225,17678
117,186,64,105.120,0.3154,17864
118,149,64,104.480,0.3097,18013
119,112,32,104.160,0.3054,18125
120,287,128,104.160,0.2944,18412
121,149,64,103.520,0.2887,18561
122,145,64,102.880,0.2831,18706
123,61,32,102.560,0.2808,18767
124,320,256,104.800,0.2685,19087
125,169,64,104.160,0.2621,19256
126,112,32,104.320,0.2578,19368
127,135,64,103.680,0.2526,19503
128,464,128,102.400,0.2348,19967
129,125,32,101.440,0.2300,20092
130,395,128,101.440,0.2149,20487
131,333,128,101.440,0.2021,20820
132,250,32,101.120,0.1925,21070
133,238,64,101.440,0.1834,21308
134,217,64,101.440,0.1751,21525
135,202,64,101.440,0.1674,21727
136,310,128,101.440,0.1555,22037
137,324,64,100.800,0.1431,22361
138,126,64,100.160,0.1382,22487
139,376,128,100.800,0.1238,22863
140,392,128,101.440,0.1088,23255
141,255,64,101.440,0.0990,23510
142,173,64,100.800,0.0924,23683
143,464,128,100.800,0.0746,24147
144,634,128,100.800,0.0503,24781
145,925,256,102.720,0.0500,25706
146,743,128,101.440,0.0500,26449
147,348,64,101.440,0.0500,26797
148,763,64,100.800,0.0500,27560
149,305,32,99.840,0.0500,27865
150,818,128,99.840,0.0500,28683
151,351,32,98.880,0.0500,29034
152,258,32,98.560,0.0500,29292
