episode,step,max_tile,avg_max_tile,epsilon,buffer_size
1,135,128,128.000,0.9998,135
2,65,32,80.000,0.9997,200
3,128,128,96.000,0.9996,328
4,127,64,88.000,0.9994,455
5,109,64,83.200,0.9993,564
6,153,128,90.667,0.9991,717
7,106,64,86.857,0.9989,823
8,96,64,84.000,0.9988,919
9,140,128,88.889,0.9986,1059
10,225,128,92.800,0.9983,1284
11,176,128,96.000,0.9981,1460
12,117,64,93.333,0.9979,1577
13,227,256,105.846,0.9976,1804
14,172,128,107.429,0.9974,1976
15,93,64,104.533,0.9973,2069
16,94,64,102.000,0.9972,2163
17,110,64,99.765,0.9970,2273
18,138,128,101.333,0.9969,2411
19,85,64,99.368,0.9967,2496
20,97,64,97.600,0.9966,2593
21,94,64,96.000,0.9965,2687
22,92,64,94.545,0.9964,2779
23,105,64,93.217,0.9962,2884
24,157,128,94.667,0.9960,3041
25,75,64,93.440,0.9959,3116
26,201,128,94.769,0.9957,3317
27,80,32,92.444,0.9956,3397
28,115,64,91.429,0.9954,3512
29,126,64,90.483,0.9953,3638
30,111,64,89.600,0.9951,3749
31,126,128,90.839,0.9949,3875
32,169,128,92.000,0.9947,4044
33,63,32,90.182,0.9946,4107
34,101,64,89.412,0.9945,4208
35,159,128,90.514,0.9943,4367
36,156,128,91.556,0.9941,4523
37,118,64,90.811,0.9939,4641
38,112,64,90.105,0.9938,4753
39,74,64,89.436,0.9937,4827
40,138,128,90.400,0.9935,4965
41,131,128,91.317,0.9934,5096
42,156,128,92.190,0.9932,5252
43,109,64,91.535,0.9930,5361
44,128,128,92.364,0.9928,5489
45,67,32,91.022,0.9928,5556
46,152,128,91.826,0.9926,5708
47,67,32,90.553,0.9925,5775
48,99,64,90.000,0.9923,5874
49,125,64,89.469,0.9922,5999
50,111,64,88.960,0.9920,6110
51,116,64,88.471,0.9919,6226
52,144,128,89.231,0.9917,6370
53,106,64,88.755,0.9916,6476
54,63,32,87.704,0.9915,6539
55,183,128,88.436,0.9912,6722
56,110,64,88.000,0.9911,6832
57,102,64,87.579,0.9910,6934
58,129,64,87.172,0.9908,7063
59,118,128,87.864,0.9906,7181
60,111,64,87.467,0.9905,7292
61,126,64,87.082,0.9903,7418
62,146,128,87.742,0.9901,7564
63,105,64,87.365,0.9900,7669
64,91,64,87.000,0.9899,7760
65,135,128,87.631,0.9897,7895
66,110,64,87.273,0.9896,8005
67,127,64,86.925,0.9894,8132
68,330,256,89.412,0.9890,8462
69,130,128,89.971,0.9888,8592
70,184,128,90.514,0.9886,8776
71,141,128,91.042,0.9884,8917
72,124,64,90.667,0.9882,9041
73,136,128,91.178,0.9880,9177
74,148,128,91.676,0.9878,9325
75,174,128,92.160,0.9876,9499
76,160,128,92.632,0.9874,9659
77,75,64,92.260,0.9873,9734
78,122,128,92.718,0.9871,9856
79,136,128,93.165,0.9870,9992
80,140,128,93.600,0.9868,10132
81,183,128,94.025,0.9866,10315
82,165,128,94.439,0.9863,10480
83,288,256,96.386,0.9860,10768
84,141,128,96.762,0.9858,10909
85,159,128,97.129,0.9856,11068
86,168,128,97.488,0.9854,11236
87,95,64,97.103,0.9852,11331
88,174,128,97.455,0.9850,11505
89,142,128,97.798,0.9848,11647
90,203,128,98.133,0.9845,11850
91,120,64,97.758,0.9844,11970
92,173,128,98.087,0.9842,12143
93,153,128,98.409,0.9840,12296
94,99,64,98.043,0.9838,12395
95,166,128,98.358,0.9836,12561
96,184,256,100.000,0.9834,12745
97,82,64,99.629,0.9833,12827
98,133,128,99.918,0.9831,12960
99,87,64,99.556,0.9830,13047
100,71,64,99.200,0.9829,13118
101,138,64,98.560,0.9827,13256
102,148,128,99.520,0.9825,13404
103,117,64,98.880,0.9824,13521
104,70,32,98.560,0.9823,13591
105,191,128,99.200,0.9820,13782
106,114,64,98.560,0.9819,13896
107,170,128,99.200,0.9817,14066
108,146,128,99.840,0.9815,14212
109,118,64,99.200,0.9813,14330
110,109,64,98.560,0.9812,14439
111,144,128,98.560,0.9810,14583
112,111,64,98.560,0.9808,14694
113,99,64,96.640,0.9807,14793
114,171,128,96.640,0.9805,14964
115,238,256,98.560,0.9802,15202
116,228,128,99.200,0.9799,15430
117,218,128,99.840,0.9796,15648
118,165,128,99.840,0.9794,15813
119,94,64,99.840,0.9793,15907
120,157,128,100.480,0.9791,16064
121,123,64,100.480,0.9789,16187
122,141,128,101.120,0.9787,16328
123,151,128,101.760,0.9785,16479
124,140,128,101.760,0.9783,16619
125,162,128,102.400,0.9781,16781
126,92,64,101.760,0.9780,16873
127,173,128,102.720,0.9778,17046
128,101,64,102.720,0.9776,17147
129,117,64,102.720,0.9775,17264
130,163,128,103.360,0.9773,17427
131,91,64,102.720,0.9772,17518
132,171,128,102.720,0.9769,17689
133,163,128,103.680,0.9767,17852
134,138,128,104.320,0.9765,17990
135,148,128,104.320,0.9764,18138
136,69,32,103.360,0.9763,18207
137,119,128,104.000,0.9761,18326
138,155,128,104.640,0.9759,18481
139,101,64,104.640,0.9758,18582
140,105,64,104.000,0.9756,18687
141,50,16,102.880,0.9756,18737
142,136,128,102.880,0.9754,18873
143,160,128,103.520,0.9752,19033
144,232,256,104.800,0.9749,19265
145,98,64,105.120,0.9748,19363
146,68,32,104.160,0.9747,19431
147,232,256,106.400,0.9744,19663
148,139,128,107.040,0.9742,19802
149,231,256,108.960,0.9739,20033
150,162,128,109.600,0.9737,20195
151,152,128,110.240,0.9735,20347
152,171,128,110.240,0.9732,20518
153,149,128,110.880,0.9731,20667
154,156,128,111.840,0.9729,20823
155,102,64,111.200,0.9727,20925
156,181,128,111.840,0.9725,21106
157,91,64,111.840,0.9724,21197
158,254,256,113.760,0.9720,21451
159,151,128,113.760,0.9718,21602
160,287,256,115.680,0.9715,21889
161,120,64,115.680,0.9713,22009
162,97,64,115.040,0.9712,22106
163,158,128,115.680,0.9710,22264
164,102,64,115.680,0.9708,22366
165,123,128,115.680,0.9707,22489
166,189,128,116.320,0.9704,22678
167,261,256,118.240,0.9701,22939
168,141,128,116.960,0.9699,23080
169,101,64,116.320,0.9698,23181
170,70,32,115.360,0.9697,23251
171,108,64,114.720,0.9695,23359
172,120,128,115.360,0.9694,23479
173,105,64,114.720,0.9693,23584
174,219,256,116.000,0.9690,23803
175,124,64,115.360,0.9688,23927
176,114,128,115.360,0.9687,24041
177,245,256,117.280,0.9683,24286
178,175,128,117.280,0.9681,24461
179,190,128,117.280,0.9679,24651
180,129,64,116.640,0.9677,24780
181,282,256,117.920,0.9673,25062
182,127,64,117.280,0.9672,25189
183,151,128,116.000,0.9670,25340
184,182,128,116.000,0.9667,25522
185,114,64,115.360,0.9666,25636
186,257,256,116.640,0.9662,25893
187,126,64,116.640,0.9661,26019
188,151,128,116.640,0.9659,26170
189,64,32,115.680,0.9658,26234
190,166,128,115.680,0.9656,26400
191,179,128,116.320,0.9653,26579
192,135,128,116.320,0.9652,26714
193,242,256,117.600,0.9649,26956
194,93,64,117.600,0.9647,27049
195,172,128,117.600,0.9645,27221
196,170,128,116.320,0.9643,27391
197,109,64,116.320,0.9641,27500
198,173,128,116.320,0.9639,27673
199,90,64,116.320,0.9638,27763
200,63,32,116.000,0.9637,27826
201,60,32,115.680,0.9636,27886
202,114,64,115.040,0.9635,28000
203,161,128,115.680,0.9633,28161
