episode,step,max_tile,avg_max_tile,epsilon,buffer_size
1,224,256,256.000,0.9868,224
2,103,64,160.000,0.9807,327
3,172,128,149.333,0.9706,499
4,134,64,128.000,0.9627,633
5,134,64,115.200,0.9548,767
6,174,128,117.333,0.9445,941
7,176,128,118.857,0.9342,1117
8,107,64,112.000,0.9279,1224
9,112,64,106.667,0.9213,1336
10,96,64,102.400,0.9156,1432
11,100,128,104.727,0.9097,1532
12,118,64,101.333,0.9028,1650
13,190,128,103.385,0.8916,1840
14,97,64,100.571,0.8858,1937
15,76,32,96.000,0.8814,2013
16,129,64,94.000,0.8738,2142
17,125,128,96.000,0.8664,2267
18,189,256,104.889,0.8553,2456
19,100,64,102.737,0.8494,2556
20,159,128,104.000,0.8400,2715
21,166,128,105.143,0.8302,2881
22,143,64,103.273,0.8218,3024
23,107,64,101.565,0.8155,3131
24,130,64,100.000,0.8078,3261
25,242,256,106.240,0.7935,3503
26,123,128,107.077,0.7863,3626
27,139,128,107.852,0.7781,3765
28,113,64,106.286,0.7714,3878
29,96,64,104.828,0.7658,3974
30,200,128,105.600,0.7540,4174
31,54,32,103.226,0.7508,4228
32,110,64,102.000,0.7443,4338
33,114,128,102.788,0.7376,4452
34,181,128,103.529,0.7270,4633
35,159,128,104.229,0.7176,4792
36,152,128,104.889,0.7086,4944
37,155,128,105.514,0.6995,5099
38,196,128,106.105,0.6879,5295
39,71,32,104.205,0.6838,5366
40,141,128,104.800,0.6754,5507
41,143,128,105.366,0.6670,5650
42,96,64,104.381,0.6614,5746
43,144,128,104.930,0.6529,5890
44,117,64,104.000,0.6460,6007
45,290,256,107.378,0.6289,6297
46,122,64,106.435,0.6217,6419
47,108,64,105.532,0.6153,6527
48,125,128,106.000,0.6080,6652
49,122,128,106.449,0.6008,6774
50,211,128,106.880,0.5883,6985
51,171,128,107.294,0.5783,7156
52,139,64,106.462,0.5701,7295
53,61,32,105.057,0.5665,7356
54,156,64,104.296,0.5573,7512
55,116,64,103.564,0.5504,7628
56,305,256,106.286,0.5325,7933
57,200,128,106.667,0.5207,8133
58,164,128,107.034,0.5110,8297
59,68,32,105.763,0.5070,8365
60,125,64,105.067,0.4996,8490
61,102,64,104.393,0.4936,8592
62,161,64,103.742,0.4841,8753
63,143,64,103.111,0.4757,8896
64,145,64,102.500,0.4672,9041
65,203,128,102.892,0.4552,9244
66,68,32,101.818,0.4512,9312
67,155,128,102.209,0.4421,9467
68,327,256,104.471,0.4228,9794
69,129,64,103.884,0.4152,9923
70,152,64,103.314,0.4062,10075
71,134,64,102.761,0.3983,10209
72,170,128,103.111,0.3883,10379
73,282,128,103.452,0.3717,10661
74,220,128,103.784,0.3587,10881
75,218,128,104.107,0.3459,11099
76,209,128,104.421,0.3336,11308
77,88,64,103.896,0.3284,11396
78,109,64,103.385,0.3219,11505
79,165,128,103.696,0.3122,11670
80,145,64,103.200,0.3037,11815
81,105,32,102.321,0.2975,11920
82,149,32,101.463,0.2887,12069
83,216,128,101.783,0.2760,12285
84,161,64,101.333,0.2665,12446
85,160,64,100.894,0.2571,12606
86,238,128,101.209,0.2430,12844
87,90,16,100.230,0.2377,12934
88,398,256,102.000,0.2143,13332
89,146,64,101.573,0.2057,13478
90,165,64,101.156,0.1959,13643
91,406,128,101.451,0.1720,14049
92,173,32,100.696,0.1618,14222
93,130,64,100.301,0.1542,14352
94,116,32,99.574,0.1473,14468
95,526,256,101.221,0.1163,14994
96,219,32,100.500,0.1034,15213
97,404,128,100.784,0.0796,15617
98,538,128,101.061,0.0500,16155
99,662,128,101.333,0.0500,16817
100,269,32,100.640,0.0500,17086
101,355,64,98.720,0.0500,17441
102,296,32,98.400,0.0500,17737
103,836,128,98.400,0.0500,18573
104,269,64,98.400,0.0500,18842
105,350,64,98.400,0.0500,19192
106,465,64,97.760,0.0500,19657
107,464,64,97.120,0.0500,20121
108,246,64,97.120,0.0500,20367
109,1017,256,99.040,0.0500,21384
110,447,64,99.040,0.0500,21831
111,550,64,98.400,0.0500,22381
112,728,128,99.040,0.0500,23109
113,595,64,98.400,0.0500,23704
114,152,32,98.080,0.0500,23856
115,712,128,99.040,0.0500,24568
116,406,64,99.040,0.0500,24974
117,623,128,99.040,0.0500,25597
118,498,64,97.120,0.0500,26095
119,598,64,97.120,0.0500,26693
120,314,32,96.160,0.0500,27007
121,813,128,96.160,0.0500,27820
122,818,256,98.080,0.0500,28638
123,431,128,98.720,0.0500,29069
124,447,64,98.720,0.0500,29516
125,221,64,96.800,0.0500,29737
126,422,64,96.160,0.0500,30159
127,766,128,96.160,0.0500,30925
128,998,128,96.800,0.0500,31923
129,203,64,96.800,0.0500,32126
130,950,256,98.080,0.0500,33076
131,489,128,99.040,0.0500,33565
132,309,64,99.040,0.0500,33874
133,225,128,99.040,0.0500,34099
134,316,64,98.400,0.0500,34415
135,157,128,98.400,0.0500,34572
136,87,16,97.280,0.0500,34659
137,654,128,97.280,0.0500,35313
138,59,32,96.320,0.0500,35372
139,254,64,96.640,0.0500,35626
140,47,16,95.520,0.0500,35673
141,524,64,94.880,0.0500,36197
142,216,128,95.520,0.0500,36413
143,53,32,94.560,0.0500,36466
144,361,64,94.560,0.0500,36827
145,310,64,92.640,0.0500,37137
146,239,64,92.640,0.0500,37376
147,227,128,93.280,0.0500,37603
148,173,64,92.640,0.0500,37776
149,86,64,92.000,0.0500,37862
150,471,32,91.040,0.0500,38333
151,52,16,89.920,0.0500,38385
152,271,128,90.560,0.0500,38656
153,53,32,90.560,0.0500,38709
154,209,32,90.240,0.0500,38918
155,122,128,90.880,0.0500,39040
156,85,64,88.960,0.0500,39125
157,538,128,88.960,0.0500,39663
158,306,128,88.960,0.0500,39969
159,347,64,89.280,0.0500,40316
160,66,32,88.960,0.0500,40382
161,104,32,88.640,0.0500,40486
162,603,128,89.280,0.0500,41089
163,249,256,91.200,0.0500,41338
164,79,64,91.200,0.0500,41417
165,312,64,90.560,0.0500,41729
166,263,128,91.520,0.0500,41992
167,84,64,90.880,0.0500,42076
168,165,16,88.480,0.0500,42241
169,295,128,89.120,0.0500,42536
170,136,128,89.760,0.0500,42672
171,215,128,90.400,0.0500,42887
172,66,32,89.440,0.0500,42953
173,161,128,89.440,0.0500,43114
174,638,128,89.440,0.0500,43752
175,78,64,88.800,0.0500,43830
176,204,32,87.840,0.0500,44034
177,227,64,87.840,0.0500,44261
178,189,128,88.480,0.0500,44450
179,84,64,87.840,0.0500,44534
180,183,64,87.840,0.0500,44717
181,63,32,87.840,0.0500,44780
182,153,128,88.800,0.0500,44933
183,207,128,88.800,0.0500,45140
184,124,128,89.440,0.0500,45264
185,197,32,89.120,0.0500,45461
186,193,128,89.120,0.0500,45654
187,148,128,90.240,0.0500,45802
188,82,64,88.320,0.0500,45884
189,144,128,88.960,0.0500,46028
190,72,64,88.960,0.0500,46100
191,96,64,88.320,0.0500,46196
192,60,32,88.320,0.0500,46256
193,145,128,88.960,0.0500,46401
194,194,64,89.280,0.0500,46595
195,117,32,87.040,0.0500,46712
196,77,64,87.360,0.0500,46789
197,356,64,86.720,0.0500,47145
198,179,64,86.080,0.0500,47324
199,242,128,86.080,0.0500,47566
200,239,128,87.040,0.0500,47805
201,647,128,87.680,0.0500,48452
202,71,64,88.000,0.0500,48523
203,457,128,88.000,0.0500,48980
204,81,64,88.000,0.0500,49061
205,241,256,89.920,0.0500,49302
206,179,64,89.920,0.0500,49481
207,66,64,89.920,0.0500,49547
208,198,256,91.840,0.0500,49745
209,307,128,90.560,0.0500,50052
210,139,64,90.560,0.0500,50191
211,255,128,91.200,0.0500,50446
212,113,64,90.560,0.0500,50559
213,76,64,90.560,0.0500,50635
214,48,32,90.560,0.0500,50683
215,165,64,89.920,0.0500,50848
216,51,32,89.600,0.0500,50899
217,87,32,88.640,0.0500,50986
218,178,128,89.280,0.0500,51164
219,203,64,89.280,0.0500,51367
220,210,64,89.600,0.0500,51577
221,254,128,89.600,0.0500,51831
222,307,128,88.320,0.0500,52138
223,63,32,87.360,0.0500,52201
224,78,64,87.360,0.0500,52279
225,218,64,87.360,0.0500,52497
226,84,64,87.360,0.0500,52581
227,135,64,86.720,0.0500,52716
228,239,128,86.720,0.0500,52955
229,53,32,86.400,0.0500,53008
230,182,128,85.120,0.0500,53190
231,125,128,85.120,0.0500,53315
232,107,64,85.120,0.0500,53422
233,116,128,85.120,0.0500,53538
234,83,64,85.120,0.0500,53621
235,84,64,84.480,0.0500,53705
236,204,128,85.600,0.0500,53909
237,184,64,84.960,0.0500,54093
238,94,64,85.280,0.0500,54187
239,262,128,85.920,0.0500,54449
240,112,32,86.080,0.0500,54561
241,152,128,86.720,0.0500,54713
242,255,128,86.720,0.0500,54968
243,305,128,87.680,0.0500,55273
244,240,256,89.600,0.0500,55513
245,282,32,89.280,0.0500,55795
246,160,64,89.280,0.0500,55955
247,252,128,89.280,0.0500,56207
248,165,128,89.920,0.0500,56372
249,193,128,90.560,0.0500,56565
250,498,128,91.520,0.0500,57063
251,195,128,92.640,0.0500,57258
252,101,64,92.000,0.0500,57359
253,431,128,92.960,0.0500,57790
254,155,128,93.920,0.0500,57945
255,87,64,93.280,0.0500,58032
256,219,128,93.920,0.0500,58251
257,321,256,95.200,0.0500,58572
258,109,64,94.560,0.0500,58681
259,137,128,95.200,0.0500,58818
260,290,128,96.160,0.0500,59108
261,231,128,97.120,0.0500,59339
262,163,128,97.120,0.0500,59502
263,163,128,95.840,0.0500,59665
264,185,64,95.840,0.0500,59850
265,120,128,96.480,0.0500,59970
266,116,128,96.480,0.0500,60086
267,330,256,98.400,0.0500,60416
268,232,128,99.520,0.0500,60648
269,179,128,99.520,0.0500,60827
270,161,32,98.560,0.0500,60988
271,118,128,98.560,0.0500,61106
272,166,128,99.520,0.0500,61272
273,264,256,100.800,0.0500,61536
274,149,128,100.800,0.0500,61685
275,113,64,100.800,0.0500,61798
276,249,64,101.120,0.0500,62047
277,304,64,101.120,0.0500,62351
278,156,128,101.120,0.0500,62507
279,124,64,101.120,0.0500,62631
280,143,128,101.760,0.0500,62774
281,426,128,102.720,0.0500,63200
282,128,64,102.080,0.0500,63328
283,77,64,101.440,0.0500,63405
284,77,64,100.800,0.0500,63482
285,253,128,101.760,0.0500,63735
286,235,128,101.760,0.0500,63970
287,135,128,101.760,0.0500,64105
288,164,128,102.400,0.0500,64269
289,141,64,101.760,0.0500,64410
290,214,256,103.680,0.0500,64624
291,474,256,105.600,0.0500,65098
292,244,256,107.840,0.0500,65342
293,108,64,107.200,0.0500,65450
294,128,128,107.840,0.0500,65578
295,93,64,108.160,0.0500,65671
296,424,256,110.080,0.0500,66095
297,265,256,112.000,0.0500,66360
298,150,64,112.000,0.0500,66510
299,282,256,113.280,0.0500,66792
300,156,128,113.280,0.0500,66948
301,258,128,113.280,0.0500,67206
302,148,128,113.920,0.0500,67354
303,219,256,115.200,0.0500,67573
304,177,256,117.120,0.0500,67750
305,224,64,115.200,0.0500,67974
306,136,128,115.840,0.0500,68110
307,125,128,116.480,0.0500,68235
308,177,128,115.200,0.0500,68412
309,127,128,115.200,0.0500,68539
310,164,128,115.840,0.0500,68703
311,315,128,115.840,0.0500,69018
312,240,64,115.840,0.0500,69258
313,228,128,116.480,0.0500,69486
314,274,256,118.720,0.0500,69760
315,279,128,119.360,0.0500,70039
316,419,256,121.600,0.0500,70458
317,111,64,121.920,0.0500,70569
318,285,256,123.200,0.0500,70854
319,336,256,125.120,0.0500,71190
320,115,128,125.760,0.0500,71305
321,144,128,125.760,0.0500,71449
322,141,128,125.760,0.0500,71590
323,160,128,126.720,0.0500,71750
324,254,256,128.640,0.0500,72004
325,85,64,128.640,0.0500,72089
326,172,128,129.280,0.0500,72261
327,99,64,129.280,0.0500,72360
328,213,128,129.280,0.0500,72573
329,173,128,130.240,0.0500,72746
330,202,128,130.240,0.0500,72948
331,287,128,130.240,0.0500,73235
332,287,256,132.160,0.0500,73522
333,137,128,132.160,0.0500,73659
334,336,128,132.800,0.0500,73995
335,121,128,133.440,0.0500,74116
336,212,128,133.440,0.0500,74328
337,260,128,134.080,0.0500,74588
338,203,64,134.080,0.0500,74791
339,357,128,134.080,0.0500,75148
340,266,256,136.320,0.0500,75414
341,449,256,137.600,0.0500,75863
342,259,64,136.960,0.0500,76122
343,89,64,136.320,0.0500,76211
344,122,128,135.040,0.0500,76333
345,136,128,136.000,0.0500,76469
346,276,64,136.000,0.0500,76745
347,393,128,136.000,0.0500,77138
348,178,256,137.280,0.0500,77316
349,191,128,137.280,0.0500,77507
350,203,256,138.560,0.0500,77710
351,249,128,138.560,0.0500,77959
352,301,128,139.200,0.0500,78260
353,198,128,139.200,0.0500,78458
354,376,256,140.480,0.0500,78834
355,207,128,141.120,0.0500,79041
356,145,128,141.120,0.0500,79186
357,150,128,139.840,0.0500,79336
358,174,128,140.480,0.0500,79510
359,309,128,140.480,0.0500,79819
360,175,128,140.480,0.0500,79994
361,140,128,140.480,0.0500,80134
362,109,64,139.840,0.0500,80243
363,175,256,141.120,0.0500,80418
364,167,128,141.760,0.0500,80585
365,267,128,141.760,0.0500,80852
366,224,128,141.760,0.0500,81076
367,309,128,140.480,0.0500,81385
368,203,128,140.480,0.0500,81588
369,198,128,140.480,0.0500,81786
370,321,512,145.280,0.0500,82107
371,166,128,145.280,0.0500,82273
372,167,128,145.280,0.0500,82440
373,130,64,143.360,0.0500,82570
374,114,64,142.720,0.0500,82684
375,209,256,144.640,0.0500,82893
376,269,256,146.560,0.0500,83162
377,82,64,146.560,0.0500,83244
378,284,256,147.840,0.0500,83528
379,270,256,149.760,0.0500,83798
380,515,512,153.600,0.0500,84313
381,141,64,152.960,0.0500,84454
382,244,256,154.880,0.0500,84698
383,384,256,156.800,0.0500,85082
384,360,256,158.720,0.0500,85442
385,216,128,158.720,0.0500,85658
386,294,128,158.720,0.0500,85952
387,482,128,158.720,0.0500,86434
388,157,128,158.720,0.0500,86591
389,203,128,159.360,0.0500,86794
390,282,128,158.080,0.0500,87076
391,212,128,156.800,0.0500,87288
392,158,128,155.520,0.0500,87446
393,327,128,156.160,0.0500,87773
394,104,64,155.520,0.0500,87877
395,140,128,156.160,0.0500,88017
396,135,128,154.880,0.0500,88152
397,150,128,153.600,0.0500,88302
398,133,128,154.240,0.0500,88435
399,266,256,154.240,0.0500,88701
400,212,256,155.520,0.0500,88913
401,344,128,155.520,0.0500,89257
402,312,256,156.800,0.0500,89569
403,272,256,156.800,0.0500,89841
404,466,256,156.800,0.0500,90307
405,248,256,158.720,0.0500,90555
406,190,128,158.720,0.0500,90745
407,141,128,158.720,0.0500,90886
408,229,128,158.720,0.0500,91115
409,198,256,160.000,0.0500,91313
410,237,128,160.000,0.0500,91550
411,134,128,160.000,0.0500,91684
412,150,128,160.640,0.0500,91834
413,262,256,161.920,0.0500,92096
414,292,256,161.920,0.0500,92388
415,165,128,161.920,0.0500,92553
416,516,256,161.920,0.0500,93069
417,173,128,162.560,0.0500,93242
418,113,128,161.280,0.0500,93355
419,183,128,160.000,0.0500,93538
420,130,128,160.000,0.0500,93668
421,127,128,160.000,0.0500,93795
422,147,128,160.000,0.0500,93942
423,213,256,161.280,0.0500,94155
424,316,128,160.000,0.0500,94471
425,137,128,160.640,0.0500,94608
426,243,128,160.640,0.0500,94851
427,410,256,162.560,0.0500,95261
428,225,128,162.560,0.0500,95486
429,145,128,162.560,0.0500,95631
430,243,128,162.560,0.0500,95874
431,253,256,163.840,0.0500,96127
432,243,128,162.560,0.0500,96370
433,261,256,163.840,0.0500,96631
434,208,256,165.120,0.0500,96839
435,215,256,166.400,0.0500,97054
436,84,64,165.760,0.0500,97138
437,391,256,167.040,0.0500,97529
438,215,128,167.680,0.0500,97744
439,476,256,168.960,0.0500,98220
440,161,128,167.680,0.0500,98381
441,350,256,167.680,0.0500,98731
442,158,128,168.320,0.0500,98889
443,248,256,170.240,0.0500,99137
444,120,64,169.600,0.0500,99257
445,166,128,169.600,0.0500,99423
446,208,256,171.520,0.0500,99631
447,253,256,172.800,0.0500,99884
448,354,128,171.520,0.0500,100238
449,197,128,171.520,0.0500,100435
450,214,256,171.520,0.0500,100649
451,297,256,172.800,0.0500,100946
452,223,128,172.800,0.0500,101169
453,525,256,174.080,0.0500,101694
454,383,256,174.080,0.0500,102077
455,234,128,174.080,0.0500,102311
456,240,256,175.360,0.0500,102551
457,130,128,175.360,0.0500,102681
458,381,256,176.640,0.0500,103062
459,172,256,177.920,0.0500,103234
460,206,256,179.200,0.0500,103440
461,153,128,179.200,0.0500,103593
462,388,128,179.840,0.0500,103981
463,87,64,177.920,0.0500,104068
464,68,64,177.280,0.0500,104136
465,151,128,177.280,0.0500,104287
466,161,128,177.280,0.0500,104448
467,121,64,176.640,0.0500,104569
468,229,256,177.920,0.0500,104798
469,326,128,177.920,0.0500,105124
470,341,256,175.360,0.0500,105465
471,244,256,176.640,0.0500,105709
472,68,64,176.000,0.0500,105777
473,286,256,177.920,0.0500,106063
474,145,128,178.560,0.0500,106208
475,149,128,177.280,0.0500,106357
476,163,128,176.000,0.0500,106520
477,218,128,176.640,0.0500,106738
478,244,256,176.640,0.0500,106982
479,152,128,175.360,0.0500,107134
480,122,128,171.520,0.0500,107256
481,460,512,176.000,0.0500,107716
482,420,256,176.000,0.0500,108136
483,193,128,174.720,0.0500,108329
484,197,128,173.440,0.0500,108526
485,345,128,173.440,0.0500,108871
486,203,128,173.440,0.0500,109074
487,452,256,174.720,0.0500,109526
488,99,64,174.080,0.0500,109625
489,111,64,173.440,0.0500,109736
490,232,256,174.720,0.0500,109968
491,277,256,176.000,0.0500,110245
492,160,128,176.000,0.0500,110405
493,193,256,177.280,0.0500,110598
494,307,256,179.200,0.0500,110905
495,555,512,183.040,0.0500,111460
496,222,256,184.320,0.0500,111682
497,193,256,185.600,0.0500,111875
498,158,128,185.600,0.0500,112033
499,345,128,184.320,0.0500,112378
500,404,128,183.040,0.0500,112782
