episode,step,max_tile,avg_max_tile,epsilon,buffer_size
1,52,32,32.000,0.9989,52
2,150,128,80.000,0.9959,202
3,156,128,96.000,0.9928,358
4,168,128,104.000,0.9894,526
5,260,256,134.400,0.9841,786
6,119,64,122.667,0.9817,905
7,108,64,114.286,0.9795,1013
8,104,64,108.000,0.9774,1117
9,103,64,103.111,0.9753,1220
10,81,64,99.200,0.9737,1301
11,163,128,101.818,0.9704,1464
12,229,128,104.000,0.9657,1693
13,326,256,115.692,0.9591,2019
14,95,32,109.714,0.9572,2114
15,109,64,106.667,0.9550,2223
16,132,128,108.000,0.9523,2355
17,201,256,116.706,0.9483,2556
18,87,64,113.778,0.9465,2643
19,91,64,111.158,0.9447,2734
20,171,128,112.000,0.9412,2905
21,63,32,108.190,0.9399,2968
22,104,64,106.182,0.9378,3072
23,158,128,107.130,0.9346,3230
24,91,64,105.333,0.9328,3321
25,163,128,106.240,0.9295,3484
26,159,128,107.077,0.9263,3643
27,98,64,105.481,0.9243,3741
28,105,64,104.000,0.9221,3846
29,102,64,102.621,0.9201,3948
30,106,64,101.333,0.9179,4054
31,93,64,100.129,0.9161,4147
32,82,32,98.000,0.9144,4229
33,137,64,96.970,0.9116,4366
34,96,128,97.882,0.9097,4462
35,147,128,98.743,0.9067,4609
36,93,64,97.778,0.9048,4702
37,78,64,96.865,0.9032,4780
38,149,128,97.684,0.9002,4929
39,101,64,96.821,0.8982,5030
40,218,128,97.600,0.8938,5248
41,202,128,98.341,0.8897,5450
42,108,64,97.524,0.8875,5558
43,124,128,98.233,0.8850,5682
44,104,64,97.455,0.8829,5786
45,105,64,96.711,0.8808,5891
46,164,128,97.391,0.8774,6055
47,173,128,98.043,0.8739,6228
48,79,64,97.333,0.8723,6307
49,156,128,97.959,0.8692,6463
50,216,256,101.120,0.8648,6679
51,123,64,100.392,0.8623,6802
52,99,64,99.692,0.8603,6901
53,262,256,102.642,0.8550,7163
54,114,64,101.926,0.8527,7277
55,88,64,101.236,0.8509,7365
56,246,256,104.000,0.8459,7611
57,187,128,104.421,0.8422,7798
58,102,64,103.724,0.8401,7900
59,64,32,102.508,0.8388,7964
60,149,128,102.933,0.8358,8113
61,95,64,102.295,0.8339,8208
62,198,128,102.710,0.8298,8406
63,157,128,103.111,0.8267,8563
64,176,128,103.500,0.8231,8739
65,154,128,103.877,0.8200,8893
66,130,64,103.273,0.8174,9023
67,148,128,103.642,0.8144,9171
68,228,256,105.882,0.8097,9399
69,108,64,105.275,0.8076,9507
70,195,128,105.600,0.8036,9702
71,114,64,105.014,0.8013,9816
72,103,64,104.444,0.7992,9919
73,130,64,103.890,0.7966,10049
74,195,128,104.216,0.7926,10244
75,145,128,104.533,0.7897,10389
76,154,128,104.842,0.7866,10543
77,319,256,106.805,0.7801,10862
78,167,128,107.077,0.7767,11029
79,140,64,106.532,0.7739,11169
80,142,64,106.000,0.7710,11311
